-80798	245161
-325	245161
80070	245326
-161093	162952
-80612	163132
-233	163292
80107	163322
160515	163376
-241590	81138
-160908	81345
-80495	81426
-185	81529
80124	81608
160512	81656
241160	81664
-241513	-379
-160896	-238
-80503	-165
-125	-90
80128	0
160499	57
241137	170
-241577	-81721
-160853	-81761
-80483	-81642
-97	-81559
80203	-81443
160612	-81330
241284	-81207
-161021	-163125
-80507	-163136
-34	-163053
80348	-162926
160797	-162836
-80655	-244905
-118	-244849
80334	-244752
